phish_id,url,url_words
3098005,http://albel.intnet.mu/File/,al bel int net mu File
3098006,http://albel.intnet.mu/File/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&userid_JeHJOXK0IDw_JOXK0IDD&userid=,al bel int net mu File file doc php
3098431,http://albel.intnet.mu/File/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid=,al bel int net mu File download doc php
3126075,http://albel.intnet.mu/File/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID,al bel int net mu File file doc php
3524918,http://albel.intnet.mu/File/download_doc.php,al bel int net mu File download doc php
4038689,http://cache.nebula.phx3.secureserver.net/obj/QkMyMThBNjg0RjJCRjg2Njc3OEM6YWY1ZDcwYjhhODdhZmQwZDgyZTdkOTUyMDlkY2YzODY6Ojo6/,cache nebula phx3 secure server net obj QkMyMThBNjg0 RjJCRjg2Njc3OE M6YWY1ZDcwYjhh Odd hZmQw ZDgyZTdkOTUyMD lkY2YzODY6Ojo6
4603166,http://web-rechungbetrag-domain.de/WWW.T-ONLINE.DE-TELEKOM-2016/login.idm.telekom.com/toid/mein-suport.html,web re chung bet rag domain de WWW Ton Line De Tel EKOM2016 login id m tel ekom com to id me in sup orth tml
4760224,http://juanthradio.com/Script/DOC/,juan th radio com Script Doc
4864634,http://customer-ebay.com/survey/cleartext/sondaj/commentname/ds434sf42ss3.php,customer ebay com survey clear text son daj comment name ds434sf42ss3 php
4934518,http://justsayingbro.com/ncb/rcn.imse/rnr/abur.php,just saying bro com ncb rc nim ser nr a burp hp
5012972,http://sertyxese.myfreesites.net/,ser ty xes e my free sites net
5049760,http://swisscom.myfreesites.net/,swiss com my free sites net
5110544,http://creativeingredient.com/wp-includes/images/verify/update/y.html,creative ingredient com wp includes images verify update y html
5121017,http://algotextil.com.br/,al go tex til com br
5163494,http://hahdaeupdate.es.tl/,hah dae update est l
5167814,http://www.mxrr.com/?p=newcontact&amp;e=abuse%4010acrewood.com&amp;j=112968,www mxrr com
5215352,http://mckennittfamily.com/AmazonSignIn.html,mc ken nit t family com Amazon Sign In html
5243565,http://www.holidayinnboston.com/wp-includes/fonts/Adobe/,www holiday inn boston com wp includes fonts Adobe
5251227,http://repl-mess.myfreesites.net/,rep l mess my free sites net
5270040,http://electrocoolhvacr.com/control/163/163xffrxxzzz.htm,electro cool h vac r com control 163 163xffrxx zzz htm
5302346,https://sites.google.com/site/clamingidentify008754501/,sites google com site c laming identify 008754501
5340448,http://mockup.metradigitalmedia.com/ts/fonts/,mock up met ra digital media com ts fonts
5340449,http://mockup.metradigitalmedia.com/ts/fonts/index.php,mock up met ra digital media com ts fonts index php
5351807,https://sites.google.com/site/maxsecureacc564988/,sites google com site max secure acc 564988
5360262,https://sites.google.com/site/policyclaming99008767/,sites google com site policy clam in g99008767
5360271,https://sites.google.com/site/wwwinfopages091/,sites google com site www info pages 091
5360326,https://sites.google.com/site/help74540110104104014100/,sites google com site help 745401 10104104014100
5360339,https://sites.google.com/site/confrimationsacounst/home,sites google com site conf rim at ion sac oun st home
5372949,http://starttsboxfile.myfreesites.net/,start ts box file my free sites net
5459410,http://templat65sldh.myfreesites.net/,temp lat 65 sld h my free sites net
5460639,http://vxdse.myfreesites.net/,vxdse my free sites net
5468512,http://smsorangesmsmessage.myfreesites.net/,sms oranges ms message my free sites net
5477880,http://smsenligne.myfreesites.net/,sms enl ign e my free sites net
5536001,http://souaxwaoh.myfreesites.net/,sou axwaoh my free sites net
5683397,http://secure.legalmetric.com/img/last/allegro.htm,secure legal metric com img last allegro htm
5695649,http://bicicentroslezama.com/EJERCICIO/2050X/appgo.php,bic i cent rosle zama come Jer CICIO 2050X app go php
5695650,http://bicicentroslezama.com/EJERCICIO/2050X/myaccount_done.htm,bic i cent rosle zama come Jer CICIO 2050X my account done htm
5740916,https://prosxsiuser.myfreesites.net/,pros xsi user my free sites net
5740917,https://smsorangephonemail.myfreesites.net/,sms orange phone mail my free sites net
5740919,https://smsorangesmsmessage.myfreesites.net/,sms oranges ms message my free sites net
5740920,https://smsverificationmms.myfreesites.net/,sms verification mms my free sites net
5740921,https://souaxwaoh.myfreesites.net/,sou axwaoh my free sites net
5801684,https://www.autolikesfree.net/,www auto likes free net
5801712,https://www.officialliker.co/,www official liker co
5801730,https://www.freeliker.net/,www free liker net
5803413,https://wana78420.myfreesites.net/,wan a78420 my free sites net
5838215,http://www.unisonsouthayr.org.uk/index.html,www unison south ayr org uk index html
5860758,https://www.autolikesfree.net/access-token.php,www auto likes free net access token php
5874533,http://royalwindsorpub.com/indez/0090897878675678556342333221234/,royal windsor pub com in de z 009 08978786756785 56342333221234
5900849,http://mockup.metradigitalmedia.com/ts/fonts,mock up met ra digital media com ts fonts
5929105,http://site9548676.92.webydo.com/,site 9548676 92 we by do com
5947736,http://fb7927.bget.ru/to.php?id=1,fb7927 b get ru to php
5951626,https://5b0f6cb9-0485-4fc7-9775-eb74bb45bbf6.htmlcomponentservice.com/get_draft?id=5b0f6c_f517ab9feeccc2ff38640c21af682a18.html,5b0f 6cb904854fc797 75eb74bb45bbf6 html component service com get draft
5952974,http://everestmotors.com.np/style/gallery/est/verification.php,everest motors com np style gallery est verification php
5971908,http://webfiddle.net/cats-d8c4vu/www.ebay.com/myb/Summary,web fiddle net cats d8c4vu www ebay com my b Summary
6128477,http://amidabuli.com/,amid a bul i com
6132624,https://cdn.via.com/static/img/v1/newui/ph/general/1563911645084_183643882.html,cd n via com static img v1 new ui ph general 1563911645084 183643882 html
6135120,https://grabyourcode.com/paypal/adder/index.html,grab your code com paypal adder index html
6137256,http://grabyourcode.com/paypal/adder/index.html,grab your code com paypal adder index html
6170131,https://wallieget.com/8jdu/sb6/index.php?_,wal lie get com 8jdu sb6 index php
6191332,https://redlinerecruitment353-my.sharepoint.com:443/:o:/g/personal/beverley_latham_redlinerecruitment_com/ElyngIkQ5UFBqvWGcSQwTt4B1NJgNTT_LJ45LR_Y-735Iw?e=5%3aJitV78&amp;at=9,redline recruitment 353 my share point com 443  o  g personal beverley latham redline recruitment com Ely ngIkQ5UFBqvWGc SQwTt4B1NJgNTT LJ45LR Y735Iw
6210932,https://auduboninstitute-my.sharepoint.com/:o:/g/personal/kramsey_auduboninstitute_org/EveSQu6pzsxOjjLjb-YGjEwBwb6DV_wN9eBMuZghm1jKBw?e=bCYSTA,audubon institute my share point com  o  g personal k ramsey audubon institute org Eves Qu6pzsxOjjLj by G jew Bwb6DV wN 9eBMuZghm1jKBw
6213305,http://www.piandizano.it/sito/wp-content/gallery/css/,www pi and iza no it sit o wp content gallery css
6227600,http://toanhoc247.edu.vn/backend/web/assets/99d5dbd2/canadiane-compte.php,to an hoc247 edu vn back end web assets 99d5dbd2 canadian eco mpte php
6245807,http://xn--ltappen-80a.se/_default.asp,xnl tap pen 80a se  default asp
6257908,http://fanxtv.info/ujk,fan xtv info ujk
6257909,http://fanxtv.info/ujk/,fan xtv info ujk
6262126,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAYAAAUNXyRUMTZMRlNNV1hWVFdWR1ZINVZUTFRTVkE0Ty4u,forms office com Pages Response Page asp x
6264401,http://kartaltepespor.com/common/chem/,kart alt ep esp or com common chem
6268871,https://workprotocoles-com.webs.com/,work pro to coles com webs com
6269748,http://extravasatingmetalworker.com/,extra vasa ting metal worker com
6276917,http://pearlfilms.com/longevitylogic/to__.html,pearl films com longevity logic to   html
6289329,https://myparc.sharepoint.com/_layouts/15/WopiFrame.aspx?guestaccesstoken=XVdoWzk%2bKm4WNdRziOfnpfCj8fB8rKRSqt%2bKYBvOllg%3d&docid=1_16fb1a2a3e2f9468aa7cebc35874c9da0&wdFormId=%7B95111770-0103-492B-8C70-E9625F96B49A%7D&action=formsubmit&cid=4d02a372-8b83-4120-84b5-1d9a2a3492dd,my parcs hare point com  layouts 15 Wop i Frame asp x
6310607,https://gawvs.in/cpsal/verification/step3.php?cmd=login_submit&amp;id=a69fe2749ea7fdeaf089f3b84ba39ab3a69fe2749ea7fdeaf089f3b84ba39ab3&amp;session=a69fe2749ea7fdeaf089f3b84ba39ab3a69fe2749ea7fdeaf089f3b84ba39ab3,gawvs in cps al verification step 3 php
6335389,https://i-kiwi.com.ua/call.php,i kiwi com ua call php
6346505,https://www.123formbuilder.com/form-5220557/,www 123 form builder com form 5220557
6348332,https://dydy2.app.link/ZtkuhIFAU2,dydy2 app link ZtkuhIFAU2
6348346,https://k12inc-my.sharepoint.com/personal/jdonahue_k12_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=jXNdYNKZmyNAO0NoFzmHZ4t%2fk%2bR%2fg7QiR2agrJO42hA%3d&docid=1_12252b23331654ef4bf8ef978a8eb83ee&wdFormId=%7B2711D93C%2D7591%2D4BAA%2DB377%2DCF40BA8C7343%7D&action=formsubmit,k12 inc my share point com personal j donahue k12 com  layouts 15 Wop i Frame asp x
6359003,http://antaresns.com/We-transfer/login.php,antares ns com We transfer login php
6363516,https://wu7q5.app.link/?platform=hootsuite,wu7q5 app link
6372001,http://07dd96.htmlcomponentservice.com/get_draft?id=90a690_4bc1c646ed00e3ef15fe7ea7cd20122b.html,07dd96 html component service com get draft
6376701,http://poligrafiapias.com/Secured-adobe/08fd9fb31cf324e5ac015c21865c28ea,pol i graf i apia s com Secured adobe 08fd 9fb31cf324e5ac 015c21865c28ea
6376702,http://poligrafiapias.com/Secured-adobe/08fd9fb31cf324e5ac015c21865c28ea/,pol i graf i apia s com Secured adobe 08fd 9fb31cf324e5ac 015c21865c28ea
6382517,http://www.netciti.id/pdf/O/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-userid&amp;userid=,www net cit i id pdf O login php
6388594,http://snrsystem.com/loop,snr system com loop
6392678,https://lenagruessdich.net/Step1.php,lena grue ssdich net Step 1 php
6401524,https://orlandoareavacations.orlandoareavacation.com/,orlando area vacations orlando area vacation com
6404730,http://engcamp.org/academy/site2/made%20in%20china/made-in-chin-new,eng camp org academy site 2 made %20in%20 china made inch in new
6404731,http://engcamp.org/academy/site2/made%20in%20china/made-in-chin-new/,eng camp org academy site 2 made %20in%20 china made inch in new
6406601,http://bcp.futbolfinanciero.com.pe/,bcp fut bol financier o comp e
6421166,https://779zt.csb.app/,779zt csb app
6432804,https://rebrand.ly/a7n4y3x,re brand ly a7n4y3x
6439006,https://www.logex.com.tr/tomcat/index.php?c3VrYW55YS5rYXNoeWFwQGVtaXJhdGVzLmNvbQ==,www loge x com tr tomcat index php
